Price,Close,High,Low,Open,Volume
Ticker,UCG.MI,UCG.MI,UCG.MI,UCG.MI,UCG.MI
Date,,,,,
2015-06-11,23.603044509887695,23.880293721921742,23.3257967051029,23.362763735790526,11521184
2015-06-12,23.196414947509766,23.76939479430051,22.91916713389303,23.54759541760768,11364902
2015-06-15,22.309221267700195,22.95613375952429,22.235288612527338,22.75281860598661,13504420
2015-06-16,22.475570678710938,22.549504745372232,21.921075029496695,22.17984004106317,12398083
2015-06-17,22.087425231933594,22.69737074583683,22.087425231933594,22.47557135369064,11597835
2015-06-18,22.309221267700195,22.32770407968109,21.73624143104896,22.050456270970557,13881793
2015-06-19,22.73433494567871,22.789784790233902,22.142872282505504,22.198322127060695,16001309
2015-06-22,24.028162002563477,24.046644816569067,23.17793426406373,23.2888325553467,19089493
2015-06-23,23.787878036499023,24.157542732834724,23.787878036499023,24.10209148041011,12812272
2015-06-24,23.510631561279297,23.97271034722831,23.307316388851945,23.843327836842775,12154555
2015-06-25,23.898780822753906,24.04664615754328,23.233385408952216,23.2888338540611,15616353
2015-06-26,23.880294799804688,24.028160114730863,23.56607995014958,23.695461045272992,10590097
2015-06-29,22.179840087890625,22.97461793730868,21.921075075777832,21.995007735345865,22112659
2015-06-30,22.272253036499023,22.826750031294036,22.10590492313496,22.10590492313496,19501771
2015-07-01,23.030067443847656,23.233382606470926,22.401637735921657,22.512537427261385,16943802
2015-07-02,22.586471557617188,23.177934271223663,22.586471557617188,23.14096723595163,10175876
2015-07-03,22.36467170715332,22.623436710781853,22.17983936066875,22.549504053637886,10399950
2015-07-06,20.996917724609375,21.754728598258946,20.996917724609375,21.625344675112057,22488019
2015-07-07,20.183652877807617,21.40354520748492,20.183652877807617,21.21871145849675,16864270
2015-07-08,20.867530822753906,20.94146488464121,20.035787402639006,20.220619742858737,16008370
2015-07-09,21.773208618164062,21.88410689809278,20.904498154601118,20.996915029665885,17117275
2015-07-10,22.678882598876953,22.845232114188562,22.27225232666967,22.845232114188562,16982580
2015-07-13,23.048547744750977,23.34427834642814,22.789782764658867,22.93764806549745,17302447
2015-07-14,22.808271408081055,22.993102366366564,22.623439042546092,22.956136737609246,9429788
2015-07-15,22.863719940185547,22.956136826937374,22.678887573931352,22.84523712573497,9895846
2015-07-16,23.3257999420166,23.399732606402207,23.067034913042253,23.104001948859782,12049622
2015-07-17,23.344280242919922,23.436697118888883,23.21489914961212,23.41821430659481,7753723
2015-07-20,23.473661422729492,23.640010945764367,23.325796118197967,23.344278929452106,9352919
2015-07-21,23.10399627685547,23.621526207751167,22.993096603878072,23.510626534773774,9397749
2015-07-22,23.048547744750977,23.233380074423795,22.752817143073813,22.993097905124213,8428481
2015-07-23,23.030067443847656,23.325798077754474,22.900684939701087,23.233382606470926,7893612
2015-07-24,22.77130126953125,23.14096454298586,22.77130126953125,22.993099233604017,8059508
2015-07-27,22.235288619995117,22.715851582404724,22.105906121586845,22.67888455118124,10893647
2015-07-28,22.826753616333008,22.845236430220886,22.401639046165858,22.401639046165858,9220910
2015-07-29,22.068941116333008,22.99310150201765,21.92107579236332,22.90068602634895,16804445
2015-07-30,22.068941116333008,22.327706136904663,21.958042826980446,22.253773474919818,9927927
2015-07-31,22.309221267700195,22.309221267700195,21.84714111743288,22.087423302181623,9395162
2015-08-03,22.32770538330078,22.383155229730225,22.05045755840293,22.27225553687134,7776936
2015-08-04,22.105907440185547,22.327705419008673,21.90259227445201,22.309222605919086,8793154
2015-08-05,23.529111862182617,23.713942793923415,22.17983846132881,22.17983846132881,23720403
2015-08-06,23.547595977783203,23.82484379799541,23.381247848555613,23.676978481515476,13017117
2015-08-07,23.251867294311523,23.676980466646096,23.251867294311523,23.584564987910152,8670048
2015-08-10,23.584564208984375,23.640014057294383,23.270349340060598,23.436698884990623,6696893
2015-08-11,23.36276626586914,23.640014100678584,23.36276626586914,23.492147369164062,7481977
2015-08-12,22.678882598876953,23.23337957599983,22.5125344908145,23.214896765603815,13548777
2015-08-13,22.956134796142578,23.288831055819188,22.91916776326221,22.993100421773605,8436280
2015-08-14,22.8822021484375,23.196417022020455,22.697371194329335,22.956136218780074,6950796
2015-08-17,23.030067443847656,23.214899793664085,22.789785248361362,22.993100410984635,7914465
2015-08-18,23.067031860351562,23.251864200479595,22.863716708385507,22.9930992057502,7568091
2015-08-19,22.863719940185547,23.288833116045677,22.84523712573497,22.90068697633617,7951244
2015-08-20,22.235288619995117,22.956133767234164,22.179838776784532,22.82675126882589,11117273
2015-08-21,21.458995819091797,22.34618917923717,21.458995819091797,21.810177726174885,15542148
2015-08-24,20.10972023010254,21.36657818424935,19.5552246119272,20.553317568992377,26329144
2015-08-25,21.495962142944336,21.56989480323978,20.239104103423053,20.479386304820274,20567048
2015-08-26,21.403545379638672,21.75472584669271,20.978430849494984,21.21871162916384,13696588
2015-08-27,21.810176849365234,22.050457641802467,21.717759969216836,21.939557948524136,13601106
2015-08-28,21.60685920715332,21.902589812340516,21.440509686298622,21.81017435003182,9231947
2015-08-31,21.551410675048828,21.643826142967185,21.292645676178275,21.440510987747366,6013145
2015-09-01,20.81208038330078,21.440510040581547,20.719664919465007,21.29264473554462,12228844
2015-09-02,21.03388023376465,21.422026316636323,20.849047894576216,20.92298054880174,10506979
2015-09-03,21.754728317260742,21.9210764599805,21.070848710386596,21.200232631862278,13663243
2015-09-04,20.682703018188477,21.551413600645645,20.516353464654394,21.551413600645645,19431990
2015-09-07,20.886014938354492,21.089330089413938,20.71966541080626,20.9044977501101,5551641
2015-09-08,21.03388023376465,21.329610850666736,20.95994757953913,21.015396014771326,8628194
2015-09-09,21.366579055786133,21.95804172934842,21.348096243026184,21.680792501702555,13406194
2015-09-10,21.20022964477539,21.477476041161488,21.015395899352825,21.25567807970306,9224614
2015-09-11,21.07084846496582,21.477478817155095,21.052365650934334,21.440513189092123,7892303
2015-09-14,21.07084846496582,21.21871379171657,20.904500324183584,21.16326534962211,7716265
2015-09-15,21.58837890625,21.699278606943302,20.97843336693575,21.070848846013863,8781523
2015-09-16,21.495962142944336,21.847142631160036,21.42202807539952,21.699277310569148,8368427
2015-09-17,21.514442443847656,21.662307747171507,21.42202557383334,21.532925254950836,6744670
2015-09-18,21.10781478881836,21.477478093235362,20.81208273803537,21.45899527982686,20403291
2015-09-21,21.1447811126709,21.29264642947118,20.90449891743344,21.03388142144602,9837834
2015-09-22,20.571800231933594,21.21871131270083,20.386967891464696,21.21871131270083,13776382
2015-09-23,20.331520080566406,20.7566332101828,20.331520080566406,20.608767896163997,10775433
2015-09-24,20.017305374145508,20.59028522907479,19.92488849679438,20.276070379129745,11384179
2015-09-25,20.886014938354492,20.94146478087057,20.257585266171294,20.35000213944784,10528711
2015-09-28,19.90640640258789,20.812082545466605,19.90640640258789,20.77511691899163,11198890
2015-09-29,19.924890518188477,20.109722884392777,19.629159858061165,19.6846097086474,13465785
2015-09-30,20.590286254882812,20.645734695356744,20.109721846113615,20.25758716854288,10557633
2015-10-01,20.66421890258789,20.84905127171556,20.44242090398438,20.77511860551439,10032370
2015-10-02,20.904499053955078,21.08933140478719,20.497868726474046,20.886016241046672,10089388
2015-10-05,21.477479934692383,21.625345269137007,21.144783635816733,21.274164748018652,10551435
2015-10-06,21.625343322753906,21.680793169992267,21.385062527720176,21.495962222196898,7484058
2015-10-07,21.458995819091797,21.847143353920842,21.458995819091797,21.680793807315784,8607452
2015-10-08,21.514442443847656,21.699274776627075,21.348094329420622,21.44050979218573,8775790
2015-10-09,21.6807918548584,21.884107010899925,21.532926542691705,21.662309042649884,7195908
2015-10-12,21.625343322753906,21.754727237809668,21.495962222196898,21.699277390571307,4854699
2015-10-13,21.477479934692383,21.60686386139331,21.089333783587623,21.569896824157404,7469136
2015-10-14,21.12629508972168,21.403544294123506,21.089329467300914,21.36657726445352,7523869
2015-10-15,21.495962142944336,21.495962142944336,21.218712907774705,21.274162754808632,5958061
2015-10-16,21.495962142944336,21.699277310569148,21.31112978858104,21.606861837012186,7638788
2015-10-19,21.477479934692383,21.717762158602024,21.329614600247762,21.477479934692383,6851599
2015-10-20,22.068941116333008,22.253773474919818,21.77321046839364,21.84714313037848,15002020
2015-10-21,22.290739059448242,22.32770468441122,21.8471417091473,22.142872337848384,9375922
2015-10-22,22.6604061126709,22.7713058204958,22.142876019154084,22.216810095870382,13947424
2015-10-23,22.420124053955078,22.789787380930083,22.327707166774225,22.7713045663937,11629467
2015-10-26,22.290739059448242,22.32770468441122,22.087423900403916,22.32770468441122,5715894
2015-10-27,22.0319766998291,22.47557269611792,22.0319766998291,22.29074173462232,6100076
2015-10-28,22.290739059448242,22.34618749689271,22.068939680673115,22.087423900403916,5434446
2015-10-29,21.79169273376465,22.438605268916454,21.44051224636054,22.401638235229477,11413739
2015-10-30,21.73624038696289,21.884105690205992,21.366577128855138,21.791690227491355,6707751
2015-11-02,21.773208618164062,21.921073929568546,21.403545339652855,21.55141065105734,5472558
2015-11-03,21.532926559448242,21.902591247401933,21.218711715412535,21.77320874734307,8271839
2015-11-04,21.58837890625,22.050459116139482,21.569896091884267,21.64382875659665,9217049
2015-11-05,21.569894790649414,21.95804231241096,21.422028062895464,21.643827450901703,8198892
2015-11-06,21.995010375976562,22.01349459852473,21.40354902842388,21.55141436531205,8387245
2015-11-09,21.569894790649414,22.327705613672407,21.569894790649414,21.99500793891242,8097504
2015-11-10,21.88410758972168,22.01349150035128,21.68079242830259,21.75472649359074,9393111
2015-11-11,21.865625381469727,22.623437610002657,21.662310214430263,21.939558041552313,14452766
2015-11-12,20.66421890258789,21.847144376305582,20.460903718722303,21.847144376305582,21294197
2015-11-13,20.5163516998291,20.904499217437206,20.276070908392672,20.590285766539616,11326642
2015-11-16,20.331520080566406,20.497868207025235,20.128203514728913,20.16517054685827,8954506
2015-11-17,20.775114059448242,20.775114059448242,20.405450809333093,20.497866270049585,7361699
2015-11-18,20.3869686126709,20.73815049415994,20.331520175093036,20.73815049415994,10452405
2015-11-19,20.423934936523438,20.738149774812022,20.368485093619654,20.59028446523478,7147037
2015-11-20,19.998823165893555,20.46090193761486,19.869439252242433,20.405453498227843,13057962
2015-11-23,20.294553756713867,20.571801581987362,19.924889051516303,20.017305931440372,8802354
2015-11-24,19.998823165893555,20.23910395831871,19.832473625984424,20.183654111682333,8681992
2015-11-25,20.44241714477539,20.479384174702755,19.869437328021206,20.109719504426014,8946230
2015-11-26,20.645734786987305,20.756634482926145,20.386969767962935,20.442419615932355,6298995
2015-11-27,20.497867584228516,20.719665548517728,20.368485086580826,20.479384772350063,5857751
2015-11-30,20.534833908081055,20.68269921251519,20.294551732938668,20.423934226130843,6070042
2015-12-01,20.423934936523438,20.738149774812022,20.423934936523438,20.62725008900446,6770976
2015-12-02,20.22062110900879,20.553318780982394,20.202138295912853,20.516351747541165,6740150
2015-12-03,19.74005889892578,20.682702105611867,19.647642015290256,20.1836548742784,16518468
2015-12-04,19.832473754882812,19.92488922837784,19.425843419905686,19.592192960895986,11083519
2015-12-07,19.86943817138672,19.998822077999627,19.684607235652358,19.887922390759584,6261534
2015-12-08,19.14859390258789,19.832472004957236,19.074661248865468,19.79550638172065,8821040
2015-12-09,19.14859390258789,19.462807329095874,18.90831172255308,19.222526556310314,8590779
2015-12-10,18.926799774169922,19.425845639667283,18.81590006750405,19.074665111558065,8170206
2015-12-11,18.760448455810547,19.037696289240085,18.520167656888,18.92679800021791,10829182
2015-12-14,18.15789222717285,19.037693149391583,18.135712573026463,18.778929579517595,11951182
2015-12-15,19.056177139282227,19.056177139282227,18.23922109987695,18.26879303573611,12465839
2015-12-16,18.94527816772461,19.16707612203943,18.741963024457053,19.056176441257417,8139031
2015-12-17,19.241010665893555,19.499775675002493,19.148595194318652,19.27797769887312,11635149
2015-12-18,18.889833450317383,19.24101399170278,18.871350634257517,19.000731753926168,10791371
2015-12-21,18.926799774169922,19.259496079668473,18.778934436781782,18.871349920836987,6997122
2015-12-22,18.963762283325195,19.204043065216656,18.723481501433735,19.07466197173621,7210544
2015-12-23,19.074661254882812,19.185560939126056,18.92679594739132,19.05617703600944,5672142
2015-12-28,18.926799774169922,19.130114964891,18.908315551559255,19.056180888947395,2930740
2015-12-29,19.2225284576416,19.277978305230366,19.00072906728655,19.00072906728655,3944137
2015-12-30,18.98224639892578,19.241009991718705,18.98224639892578,19.130111711164393,4244467
2015-12-31,18.98224639892578,18.98224639892578,18.98224639892578,18.98224639892578,0
2016-01-04,18.42405128479004,18.704995922057886,18.320545291730877,18.668030300107727,10625769
2016-01-05,18.538650512695312,18.63106598829895,18.32794165219968,18.63106598829895,7335513
2016-01-06,17.78823471069336,18.401877166372902,17.596010041323684,18.372303815566116,13823273
2016-01-07,17.337244033813477,17.514682721712333,16.390903895936397,17.248525393488823,22822774
2016-01-08,17.278095245361328,17.83259230931308,17.278095245361328,17.41856828521557,14040029
2016-01-11,17.300273895263672,17.6995119269289,17.19676789526705,17.241128614729384,11163478
2016-01-12,17.13022804260254,17.44074602656196,16.915822365892684,17.322452657101675,12583719
2016-01-13,17.167194366455078,17.559038706114197,17.0636883675734,17.26330808488041,12552848
2016-01-14,16.686634063720703,17.01193805295766,16.46483467388922,16.90103835804192,17364663
2016-01-15,16.257823944091797,16.583129366260142,16.05081191443903,16.560949706975844,23714202
2016-01-18,15.385416030883789,16.398296488524565,15.355844090919353,16.22825009385707,18044059
2016-01-19,14.853099822998047,15.777260227810986,14.350357148195572,15.658966840387274,24482061
2016-01-20,13.699748039245605,14.313390426389043,13.699748039245607,14.128559467176752,28843444
2016-01-21,14.786559104919434,15.13404272320281,13.603633813626171,13.751499123225512,33902904
2016-01-22,14.76438045501709,15.304090138346352,14.623908823502969,15.222763790351635,21579388
2016-01-25,13.81804084777832,14.912246215877053,13.758894155259663,14.912246215877053,17019577
2016-01-26,14.365144729614258,14.394716669641458,13.344870581192245,13.448376593035807,21986145
2016-01-27,13.928938865661621,14.62390749362226,13.60363350326564,14.557367120746157,18888939
2016-01-28,13.026958465576172,14.172916719008702,12.871699469248288,13.891972069546235,23201989
2016-01-29,13.115678787231445,13.463162411180068,12.90866538026832,13.307903411394694,18615291
2016-02-01,13.004778861999512,13.574060443562379,12.716440523773342,13.174823826979425,17231675
2016-02-02,12.583361625671387,13.026958976469448,12.502035280512656,12.93823894341011,14657258
2016-02-03,11.836641311645508,12.649901945055339,11.644415277844484,12.561181912397334,23183154
2016-02-04,11.940146446228027,12.1989114608033,11.289538472938233,12.065832109414679,21918756
2016-02-05,11.807068824768066,12.317205179658325,11.67398876611777,11.940146772544248,17722277
2016-02-08,11.119492530822754,12.228484519780952,11.075133217149254,12.161945549270703,18909199
2016-02-09,10.239691734313965,11.422616327376902,10.239691734313965,11.13427939451811,23021132
2016-02-10,11.45958423614502,11.607450974070655,10.313626516155251,10.52063783837694,24575519
2016-02-11,10.653717041015625,11.200819741484958,10.321019348299519,11.17124709796278,25226446
2016-02-12,12.161946296691895,12.161946296691895,10.794189215166218,10.94205454133128,31427531
2016-02-15,12.583361625671387,13.233970979691922,12.457675967607644,12.753406596640142,31291088
2016-02-16,12.642508506774902,12.842126825134619,11.999292830866336,12.723834853171281,22017242
2016-02-17,12.953025817871094,13.256150123071928,12.568575170659223,12.716440479452421,16832527
2016-02-18,12.235877990722656,13.174824285482908,12.13237198915465,13.041744939574142,22627842
2016-02-19,11.814460754394531,12.405924849631905,11.64441577690711,12.080619456526412,19077112
2016-02-22,12.635115623474121,12.635115623474121,11.925360931992172,12.021473253286722,15444613
2016-02-23,12.309810638427734,13.100891618121562,12.295024669893449,12.457675952767843,19256748
2016-02-24,12.102799415588379,12.450283067411076,11.836642114069763,12.287631774052313,14487306
2016-02-25,12.391138076782227,12.598150098023151,12.198912025380181,12.265452407778728,14127834
2016-02-26,12.502036094665527,12.63511544929622,12.176732100095593,12.5390031293266,15914510
2016-02-29,12.701655387878418,12.709047668753657,12.139766049894876,12.33199068313955,11038405
2016-03-01,13.004778861999512,13.004778861999512,12.4872488721703,12.605540838167292,13173232
2016-03-02,13.677568435668945,13.677568435668945,13.145252400198803,13.167432059103875,17878937
2016-03-03,13.758894920349121,13.92154763019534,13.588849928964065,13.677568565426013,12595756
2016-03-04,13.455770492553711,13.869794546416774,13.123072793163676,13.773682221698413,18919117
2016-03-07,13.145252227783203,13.477949921494499,12.953027581627518,13.34487056256009,15083198
2016-03-08,13.256152153015137,13.477950150169338,12.797768781213431,12.98260114913334,21717187
2016-03-09,13.367050170898438,13.618421484115656,13.17482413845337,13.204397482464096,12038237
2016-03-10,13.677568435668945,15.030540294123577,13.160038370385694,13.389231462653537,39754817
2016-03-11,14.971390724182129,14.971390724182129,14.06201916920984,14.09159110668508,26537931
2016-03-14,14.793951988220215,15.281907201917836,14.56475894137852,15.156221554867056,18357489
2016-03-15,14.527796745300293,14.927033435102597,14.379931408873476,14.697841741466178,15596185
2016-03-16,14.468647956848145,14.697838187821404,14.27642194017009,14.527793232769005,11921980
2016-03-17,13.86240005493164,14.690446707458129,13.692355074334548,14.675660738069014,25837981
2016-03-18,13.618420600891113,14.202489533662852,13.537094261948374,14.002869826349142,23483290
2016-03-21,13.803254127502441,14.209884450140077,13.426195742266287,13.514915776218714,11784134
2016-03-22,13.647994995117188,13.721926245174643,13.315295926362742,13.655387275773343,12366042
2016-03-23,13.22657585144043,13.818038452345501,13.174822856270621,13.67756543377781,11800883
2016-03-24,12.864306449890137,13.426195778003114,12.864306449890137,13.167430770681436,13256161
2016-03-29,12.516823768615723,13.160038084645285,12.39113809938298,12.893880776313951,13785082
2016-03-30,12.088013648986816,12.6425093264359,12.073226272001843,12.272846010552986,17625710
2016-03-31,11.718347549438477,12.08801222915067,11.481762914337276,11.97711254378716,21265326
2016-04-01,11.45958423614502,12.01408133705485,11.45958423614502,11.496551272438795,18740988
2016-04-04,11.149065971374512,11.585269645572527,11.1047066573203,11.31171796228108,14223897
2016-04-05,10.808975219726562,11.030773195250903,10.705468512740666,10.971627209169347,16005668
2016-04-06,10.993805885314941,11.48915549748217,10.87551392370384,10.971626230465935,22489940
2016-04-07,10.343198776245117,11.163853160464942,10.298838756513774,11.082526809436501,21846983
