"mic";"symbol";"isin";"date";"trading_model_id";"open_price";"high_price";"low_price";"last_price";"vwap_price";"change_prev_close_percentage";"num_trades";"volume";"turnover";"price_currency";"turnover_currency"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-29";"CT";64,40;64,80;64,20;64,80;64,3528031290740;0,00;18;3068,00000;197434,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-28";"CT";65,00;65,00;64,40;64,80;64,6461139896370;0,62;4;386,00000;24953,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-27";"CT";64,20;64,80;64,20;64,40;64,5672468354430;-0,92;6;1264,00000;81613,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-26";"CT";64,80;65,00;64,20;65,00;64,5729679227650;0,31;15;3211,00000;207343,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-23";"CT";64,80;65,20;64,80;64,80;64,9563645247980;0,00;11;4093,00000;265866,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-22";"CT";65,00;65,00;64,80;64,80;64,9742133537990;-0,61;3;1303,00000;84661,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-21";"CT";65,20;65,20;64,80;65,20;64,9449786055880;-0,31;19;3973,00000;258026,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-20";"CT";65,40;65,40;65,40;65,40;65,4000000000000;0,62;1;100,00000;6540,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-19";"CT";64,80;65,00;64,80;65,00;64,8900310451880;0,31;9;5798,00000;376232,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-16";"CT";65,00;65,00;64,80;64,80;64,9898387884710;-0,92;16;2047,00000;133034,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-15";"CT";65,00;65,40;65,00;65,40;65,0164009111620;0,62;13;2195,00000;142711,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-14";"CT";65,60;65,60;65,00;65,00;65,0721311475410;-1,22;4;366,00000;23816,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-13";"CT";65,80;65,80;65,80;65,80;65,8000000000000;1,23;7;940,00000;61852,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-12";"CT";65,60;65,60;65,00;65,00;65,0615384615380;0,00;15;3900,00000;253740,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-09";"CT";65,20;65,80;65,00;65,00;65,0622654621260;-1,22;8;2878,00000;187249,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-08";"CT";65,60;65,80;65,60;65,80;65,6666666666670;0,00;2;150,00000;9850,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-07";"CT";65,80;65,80;65,80;65,80;65,8000000000000;0,30;2;100,00000;6580,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-06";"CT";65,60;65,60;65,60;65,60;65,6000000000000;-0,30;1;15,00000;984,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-05";"CT";65,20;65,80;65,00;65,80;65,1346356123220;0,92;9;1331,00000;86694,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-02";"CT";65,80;66,00;65,20;65,20;65,7358490566040;-1,21;15;2968,00000;195104,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-09-01";"CT";66,00;66,00;64,80;66,00;65,1116945107400;0,00;14;3771,00000;245536,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-31";"CT";65,40;66,00;65,40;66,00;65,7457142857140;0,00;4;700,00000;46022,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-30";"CT";65,40;66,00;65,20;66,00;65,7256000000000;0,92;4;1000,00000;65725,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-29";"CT";65,60;65,60;65,40;65,40;65,4672268907560;-0,30;4;357,00000;23371,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-26";"CT";65,60;65,60;65,40;65,60;65,4417460317460;0,00;7;1260,00000;82456,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-25";"CT";65,60;65,60;65,60;65,60;65,6000000000000;0,00;1;7,00000;459,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-24";"CT";65,80;65,80;65,60;65,60;65,7910313901350;0,92;6;2453,00000;161385,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-23";"CT";65,40;65,80;65,00;65,00;65,1109099571220;-0,91;17;8396,00000;546671,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-22";"CT";65,00;65,60;65,00;65,60;65,5504587155960;0,61;2;545,00000;35725,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-19";"CT";65,60;65,60;65,20;65,20;65,4742857142860;-0,61;3;700,00000;45832,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-18";"CT";65,60;65,60;65,40;65,60;65,5820527859240;0,00;6;1705,00000;111817,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-17";"CT";65,00;65,60;65,00;65,60;65,0456339913010;0,92;18;2989,00000;194421,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-16";"CT";65,00;65,00;65,00;65,00;65,0000000000000;-0,31;3;330,00000;21450,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-12";"CT";64,80;65,20;64,80;65,20;65,0758620689660;0,31;2;725,00000;47180,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-11";"CT";65,20;65,20;65,00;65,00;65,1185667752440;-0,31;3;1228,00000;79965,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-10";"CT";65,00;65,40;65,00;65,20;65,0248126232740;0,31;13;5070,00000;329675,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-09";"CT";65,00;65,00;65,00;65,00;65,0000000000000;1,25;2;220,00000;14300,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-08";"CT";64,40;65,00;64,20;64,20;64,2314996232100;-1,23;7;1327,00000;85235,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-04";"CT";64,80;65,00;64,80;65,00;64,8297142857140;1,25;3;175,00000;11345,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-03";"CT";65,00;65,00;64,20;64,20;64,3391304347830;-0,31;2;207,00000;13318,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-02";"CT";64,40;64,40;64,20;64,40;64,2735970561180;-0,31;10;2174,00000;139730,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-08-01";"CT";64,40;65,20;64,40;64,60;64,9526490066230;-0,62;9;1812,00000;117694,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-29";"CT";64,80;65,00;64,80;65,00;64,9878989995240;0,31;4;2099,00000;136409,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-28";"CT";65,00;65,00;64,80;64,80;64,9420435510890;-0,31;5;597,00000;38770,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-27";"CT";64,80;65,00;64,20;65,00;64,7093484419260;0,31;9;2824,00000;182739,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-26";"CT";64,60;64,80;64,60;64,80;64,7198931909210;0,93;5;749,00000;48475,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-25";"CT";64,80;65,00;64,20;64,20;64,5312149532710;0,31;7;2140,00000;138096,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-22";"CT";64,20;64,20;64,00;64,00;64,0383684446440;0,00;7;2231,00000;142869,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-21";"CT";64,20;64,20;64,00;64,00;64,1266242038220;-0,93;13;1570,00000;100678,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-20";"CT";64,40;64,60;64,40;64,60;64,4367909238250;0,31;4;6170,00000;397575,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-19";"CT";64,40;64,40;64,40;64,40;64,4000000000000;-0,31;2;307,00000;19770,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-14";"CT";64,60;65,80;64,60;64,60;64,8683168316830;-1,82;7;808,00000;52413,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-13";"CT";64,60;65,80;64,60;65,80;65,0721893491120;-0,30;6;676,00000;43988,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-12";"CT";65,00;66,00;65,00;66,00;65,7727975270480;-0,30;2;647,00000;42555,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-11";"CT";66,20;66,20;66,20;66,20;66,2000000000000;0,00;1;21,00000;1390,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-08";"CT";66,20;66,20;66,20;66,20;66,2000000000000;-0,30;1;70,00000;4634,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-07";"CT";65,00;66,40;65,00;66,40;65,3159642401020;0,61;5;3915,00000;255712,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-06";"CT";65,00;66,00;65,00;66,00;65,0802111570840;1,54;8;7009,00000;456147,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-05";"CT";66,00;66,80;65,00;65,00;65,5174350821410;-2,69;13;3774,00000;247262,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-04";"CT";65,60;67,20;65,20;66,80;66,5369552865070;2,77;40;22879,00000;1522299,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-04";"BLOCK";;67,20;67,20;67,20;67,2000000000000;;1;47000,00000;3158400,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-07-01";"CT";64,40;65,00;64,40;65,00;64,8438785504410;0,62;22;14294,00000;926878,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-30";"CT";64,20;64,60;63,60;64,60;64,3061310782240;0,00;9;2365,00000;152084,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-29";"CT";64,00;64,60;63,60;64,60;64,1142342342340;0,94;10;1665,00000;106750,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-28";"CT";63,20;64,80;63,00;64,00;64,2388866478420;0,00;9;2479,00000;159248,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-27";"CT";63,00;64,00;62,80;64,00;63,8272568433310;1,59;12;6868,00000;438365,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-23";"CT";62,00;63,00;61,60;63,00;62,3903025279730;0,64;22;4826,00000;301095,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-21";"CT";62,20;62,60;62,20;62,60;62,3944751381220;0,64;9;1810,00000;112934,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-20";"CT";64,20;64,20;62,00;62,20;62,4290829773700;-2,51;43;11003,00000;686907,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-17";"CT";64,20;64,20;63,60;63,80;63,9641940881200;-1,85;12;1793,00000;114687,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-15";"CT";64,60;65,00;64,00;65,00;64,3389512481150;0,31;25;5969,00000;384039,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-14";"CT";64,60;65,00;64,60;64,80;64,8446761800220;0,31;11;1822,00000;118147,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-13";"CT";65,00;65,00;64,60;64,60;64,9099390628280;-1,22;16;4759,00000;308906,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-10";"CT";65,40;65,40;65,20;65,40;65,2335820895520;-0,30;4;268,00000;17482,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-09";"CT";65,40;65,60;65,40;65,60;65,4743919885550;0,31;5;699,00000;45766,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-08";"CT";65,00;65,40;65,00;65,40;65,1315068493150;0,00;3;292,00000;19018,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-07";"CT";64,80;65,40;64,60;65,40;64,7575000000000;1,55;6;720,00000;46625,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-03";"CT";65,40;65,40;64,40;64,40;64,9395480225990;-1,23;6;354,00000;22988,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-02";"CT";65,00;65,20;64,20;65,20;64,6980202375720;0,00;7;2273,00000;147058,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-06-01";"CT";65,20;65,40;65,00;65,20;65,0627973358710;0,00;7;1051,00000;68381,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-31";"CT";65,20;65,20;64,20;65,20;64,7682068206820;0,00;7;1818,00000;117748,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-27";"CT";65,20;65,20;64,40;65,20;64,9375068643600;0,00;9;1821,00000;118251,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-26";"CT";65,60;65,60;65,00;65,20;65,3250000000000;-0,61;4;1344,00000;87796,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-25";"CT";64,40;65,60;64,40;65,60;65,3716932907350;0,92;20;6260,00000;409226,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-24";"CT";64,20;65,00;64,20;65,00;64,9261538461540;0,31;7;1690,00000;109725,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-23";"CT";65,00;65,00;64,80;64,80;64,9682539682540;0,31;7;945,00000;61395,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-20";"CT";64,40;64,60;64,40;64,60;64,5571428571430;0,00;4;490,00000;31633,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-19";"CT";64,60;64,60;64,00;64,60;64,1901895206240;0,31;7;897,00000;57578,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-18";"CT";64,60;65,00;64,40;64,40;64,9401916932910;-0,31;12;1565,00000;101631,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-17";"CT";65,00;65,00;64,60;64,60;64,9556020942410;-0,62;8;1910,00000;124065,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-16";"CT";63,80;65,00;63,80;65,00;64,7683000464470;1,56;23;8612,00000;557784,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-13";"CT";64,00;64,20;64,00;64,00;64,0030000000000;-1,54;10;1000,00000;64003,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-12";"CT";65,20;65,20;64,20;65,00;64,6484050495450;0,00;22;7367,00000;476264,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-11";"CT";64,40;65,20;64,40;65,00;64,7364307692310;0,62;13;3250,00000;210393,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-10";"CT";64,40;64,60;64,40;64,60;64,5262390670550;0,94;10;686,00000;44265,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-09";"CT";64,60;64,60;64,00;64,00;64,3517735112270;-1,23;24;3073,00000;197753,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-06";"CT";64,40;64,80;64,00;64,80;64,2669032130890;-0,31;24;5073,00000;326026,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-05";"CT";64,80;65,00;64,40;65,00;64,7905040175310;0,31;11;2738,00000;177396,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-04";"CT";65,00;65,00;64,60;64,80;64,7617647058820;-0,31;4;340,00000;22019,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-03";"CT";64,80;65,00;64,20;65,00;64,5605721802040;0,31;25;6082,00000;392657,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-05-02";"CT";66,00;66,00;64,80;64,80;64,8250915750920;-1,82;12;2184,00000;141578,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-29";"CT";65,00;66,00;65,00;66,00;65,8119036801450;1,54;17;4402,00000;289704,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-28";"CT";65,00;65,80;65,00;65,00;65,3009590556990;0,62;16;5422,00000;354061,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-27";"CT";65,40;66,20;63,80;64,60;65,0775329264380;0,31;61;15565,00000;1012931,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-26";"CT";64,60;65,20;63,20;64,40;64,5445634370670;-0,92;50;15874,00000;1024580,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-25";"CT";65,80;65,80;64,80;65,00;65,1047473918650;-1,52;22;8531,00000;555408,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-22";"CT";66,00;66,20;65,80;66,00;65,9867302344060;-0,30;12;2517,00000;166088,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-21";"CT";65,20;66,20;65,00;66,20;65,4988691437800;1,53;27;3095,00000;202719,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-20";"CT";66,20;66,40;65,20;65,20;65,8581422692530;-2,10;29;3402,00000;224049,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-19";"CT";66,40;66,60;66,40;66,60;66,5413953488370;0,00;5;430,00000;28612,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-14";"CT";66,80;66,80;66,60;66,60;66,6644986449860;0,00;4;738,00000;49198,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-13";"CT";65,60;67,00;64,40;66,60;65,7801877719260;-6,20;91;21835,00000;1436310,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-12";"CT";72,20;72,60;69,60;71,00;71,0676962676960;-1,39;75;23310,00000;1656588,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-11";"CT";71,20;72,00;71,20;72,00;71,8702846031470;1,41;57;22628,00000;1626280,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-08";"CT";71,20;71,20;71,00;71,00;71,0297723292470;0,00;25;12562,00000;892276,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-07";"CT";71,00;71,20;70,80;71,00;71,0406292013980;0,28;30;22314,00000;1585200,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-06";"CT";71,00;71,00;70,80;70,80;70,9939636456520;-0,28;49;23491,00000;1667719,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-05";"CT";71,00;71,00;70,00;71,00;70,6889312977100;0,00;18;2620,00000;185205,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-04";"CT";71,00;71,00;71,00;71,00;71,0000000000000;1,14;10;6425,00000;456175,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-04-01";"CT";71,20;71,20;70,20;70,20;70,4449472096530;-1,40;11;1989,00000;140115,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-31";"CT";71,00;71,20;71,00;71,20;71,1148783977110;0,28;9;2796,00000;198837,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-30";"CT";71,20;71,40;70,60;71,00;71,0391290425870;-0,28;19;9369,00000;665565,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-29";"CT";71,00;71,20;71,00;71,20;71,0669294159800;0,28;20;5582,00000;396695,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-28";"CT";70,80;71,00;69,40;71,00;70,9064411932360;0,28;23;5263,00000;373180,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-25";"CT";69,40;70,80;69,40;70,80;70,4616352201260;2,31;14;954,00000;67220,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-24";"CT";70,80;71,00;69,20;69,20;69,4392713508400;-1,14;14;4227,00000;293519,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-23";"CT";71,00;71,00;69,80;70,00;70,5315827081100;-1,41;32;11196,00000;789671,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-22";"CT";71,20;71,20;70,20;71,00;71,1433422476520;-0,28;12;16079,00000;1143913,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-21";"CT";69,80;71,40;69,80;71,20;70,5656853925610;2,59;39;32237,00000;2274826,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-18";"CT";69,40;69,60;69,20;69,40;69,3675396278430;0,58;10;5804,00000;402609,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-17";"CT";68,80;69,00;68,00;69,00;68,6373175816540;1,47;30;8634,00000;592614,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-16";"CT";68,00;68,40;68,00;68,00;68,0346894689470;0,00;39;33330,00000;2267596,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-15";"CT";67,80;69,00;67,80;68,00;68,2463847780130;0,00;47;9460,00000;645610,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-14";"CT";68,40;69,00;68,00;68,00;68,3057666397200;0,29;28;14844,00000;1013930,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-11";"CT";67,60;68,20;67,60;67,80;67,9639523135990;0,89;35;24745,00000;1681768,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-10";"CT";67,40;67,80;66,80;67,20;67,3782204374930;-0,30;33;18926,00000;1275200,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-09";"CT";66,60;68,00;66,20;67,40;67,2408219312440;1,20;52;20391,00000;1371107,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-08";"CT";66,80;66,80;65,80;66,60;66,2648259303720;1,83;18;4165,00000;275993,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-07";"CT";66,40;67,00;65,00;65,40;65,7938968846780;-2,10;75;32934,00000;2166856,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-04";"CT";66,60;68,00;66,60;66,80;67,5213849675700;-0,30;29;10484,00000;707894,20;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-03";"CT";67,40;67,40;66,00;67,00;66,2125372210840;-0,59;67;25859,00000;1712190,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-02";"CT";66,60;67,40;66,40;67,40;66,7471505114470;1,81;19;4106,00000;274063,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-03-01";"CT";68,00;68,00;66,20;66,20;67,0362433862430;-2,65;49;18144,00000;1216305,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-28";"CT";68,40;68,40;66,40;68,00;67,5466379000360;0,00;39;8343,00000;563541,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-25";"CT";68,00;68,40;67,00;68,00;68,0577652359030;0,00;71;20199,00000;1374698,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-24";"CT";68,00;68,60;65,00;68,00;67,3792519939640;-2,86;83;18556,00000;1250289,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-23";"CT";68,00;70,80;68,00;70,00;69,6423718083980;3,24;110;37912,00000;2640281,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-22";"CT";67,20;68,00;66,20;67,80;67,1395871339410;-0,29;31;10415,00000;699258,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-21";"CT";69,00;69,00;68,00;68,00;68,8551282051280;0,59;19;3120,00000;214828,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-18";"CT";67,60;68,00;67,40;67,60;67,8948562384600;0,60;10;3791,00000;257389,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-17";"CT";67,60;67,80;67,20;67,20;67,4955857385400;0,00;14;7068,00000;477058,80;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-16";"CT";67,60;68,00;67,20;67,20;67,8998920785670;1,51;15;9266,00000;629160,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-15";"CT";67,00;67,00;66,00;66,20;66,1583072100310;0,00;7;638,00000;42209,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-14";"CT";66,60;67,60;66,00;66,20;66,2929804372840;-1,19;7;869,00000;57608,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-11";"CT";67,60;67,80;67,00;67,00;67,5841987799430;0,00;9;6721,00000;454233,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-10";"CT";68,00;68,00;67,00;67,00;67,1156069364160;-1,47;6;865,00000;58055,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-09";"CT";67,00;68,00;67,00;68,00;67,9377344336080;1,49;7;5332,00000;362244,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-08";"CT";66,00;67,00;65,80;67,00;65,9855135135140;1,52;6;925,00000;61036,60;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-07";"CT";66,00;66,40;66,00;66,00;66,2218094667470;0,00;12;3338,00000;221048,40;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-04";"CT";66,00;66,00;66,00;66,00;66,0000000000000;0,00;7;1491,00000;98406,00;"HRK";"HRK"
"XZAG";"ZABA";"HRZABARA0009";"2022-02-03";"CT";66,00;66,00;66,00;66,00;66,0000000000000;0,00;3;3494,00000;230604,00;"HRK";"HRK"
